"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At"
"spotify:track:4aUCovTNe98WnwE6AIl0pU","Ladies and Gentlemen We Are Floating in Space","spotify:artist:6DKmuXxXASTF6xaJwcTfjv","Spiritualized","spotify:album:4GMgNPA4fMv3U0QQsdRLJk","Ladies & Gentlemen We Are Floating In Space","spotify:artist:6DKmuXxXASTF6xaJwcTfjv","Spiritualized","1997-06-16","https://i.scdn.co/image/ab67616d0000b273add6b1342f4b75e4ae11f62b","1","1","234053","","false","0","spotify:user:padishahpiper","2020-01-28T04:18:55Z"
"spotify:track:3fZIFLd2n53DL4UDvQxGsL","Nothing Is Real","spotify:artist:2VAvhf61GgLYmC6C8anyX1","Boards of Canada","spotify:album:159ORixBSSemxiualv1Woj","Tomorrow's Harvest","spotify:artist:2VAvhf61GgLYmC6C8anyX1","Boards of Canada","2013-06-10","https://i.scdn.co/image/ab67616d0000b273839ca982b91d46380d8348f1","1","13","232886","https://p.scdn.co/mp3-preview/a01564a911b52ff40216f4cbdbda4d657b317c1a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","spotify:user:padishahpiper","2020-01-28T04:04:59Z"
"spotify:track:11GXRfMCSD2wdwgEXXEEc4","Soon, My Friend","spotify:artist:63MQldklfxkjYDoUE4Tppz","M83","spotify:album:6R0ynY7RF20ofs9GJR5TXR","Hurry Up, We're Dreaming","spotify:artist:63MQldklfxkjYDoUE4Tppz","M83","2011","https://i.scdn.co/image/ab67616d0000b273fff2cb485c36a6d8f639bdba","1","11","189293","https://p.scdn.co/mp3-preview/0552303b93835dd8b1d22e5f1acdf50982d53bc5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","spotify:user:padishahpiper","2020-01-16T18:05:26Z"
"spotify:track:1cFH6bxEc9M10kTADnTRjQ","Kids Will Be Skeletons","spotify:artist:34UhPkLbtFKRq3nmfFgejG","Mogwai","spotify:album:1FvIoulivmS5n4Kp3zpBr2","Happy Songs For Happy People","spotify:artist:34UhPkLbtFKRq3nmfFgejG","Mogwai","2003-05-21","https://i.scdn.co/image/ab67616d0000b273f274ef2c8892ab14c6fc3656","1","3","327173","","false","0","spotify:user:padishahpiper","2020-01-28T04:27:57Z"
"spotify:track:4m3OS54KWywYhP7WD7z1cg","Life in a Northern Town","spotify:artist:1JVoO5bwfU8GNuAZLpBoHe","The Dream Academy","spotify:album:3T77PrRnq17gBhcctDtDC1","The Dream Academy","spotify:artist:1JVoO5bwfU8GNuAZLpBoHe","The Dream Academy","1985","https://i.scdn.co/image/ab67616d0000b27365ad3497dc02a54091a7c6db","1","1","259293","https://p.scdn.co/mp3-preview/87300f47a8efac55c26eac37e9a935d451834c21?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","spotify:user:padishahpiper","2019-10-22T19:09:15Z"
"spotify:track:7iFf1lnxGHCmDiOJMQz1Ip","Honey","spotify:artist:34UhPkLbtFKRq3nmfFgejG","Mogwai","spotify:album:5adTU5fGiMKVJDazJhpW5l","Young Team","spotify:artist:34UhPkLbtFKRq3nmfFgejG","Mogwai","1997-10-21","https://i.scdn.co/image/ab67616d0000b2732331e1d1bc728f6b40c96645","2","4","258360","","false","0","spotify:user:padishahpiper","2019-10-22T19:08:23Z"
"spotify:track:3wAEhWSx5GvfCkqJ1SPA5S","Goodbye (feat. Soap&Skin) [Theme from Dark, A Netflix Original Series]","spotify:artist:40Ojab0UtVQFjA76qXr8Ot, spotify:artist:2mAYpnSe3g2Y22JcZ2ddku","Apparat, Soap&Skin","spotify:album:04iB0QL1U7VtwMDsbgFlRT","Goodbye (feat. Soap&Skin) [Theme from Dark, A Netflix Original Series]","spotify:artist:40Ojab0UtVQFjA76qXr8Ot","Apparat","2011","https://i.scdn.co/image/ab67616d0000b2730d7b954bcb684472da064d9c","1","1","256786","https://p.scdn.co/mp3-preview/25f3f840d5ddafa7fa452b903e266f49167d6714?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","spotify:user:padishahpiper","2019-10-22T19:07:51Z"
"spotify:track:5Y6u1FBAsYsfUAzBX7ym7k","Memorial (feat. Chelsea Wolfe)","spotify:artist:0AZ3VR0YbFcS0Kgei7L2QF, spotify:artist:6ZK2nrW8aCTg8Bid7I7N10","Russian Circles, Chelsea Wolfe","spotify:album:2169qq2aiycEtmgwEQlwgp","Memorial","spotify:artist:0AZ3VR0YbFcS0Kgei7L2QF","Russian Circles","2013-10-29","https://i.scdn.co/image/ab67616d0000b2730a6681162da174d75599b377","1","8","225471","https://p.scdn.co/mp3-preview/746d2bd0e7148ff9530c459ba7471f19faa886c4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","spotify:user:padishahpiper","2019-10-22T19:08:46Z"
