﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:0Gk2NWITP9Q1QJewMr28po","Midnight In A Perfect World","DJ Shadow","Endtroducing.....","1","13","298373","spotify:user:padishahpiper","2018-08-24T02:54:59Z"
"spotify:track:0fsz7tJ7UKXT9hliLfO7aE","The Distance","Cake","Fashion Nugget","1","2","179600","spotify:user:padishahpiper","2018-08-24T03:17:28Z"
"spotify:track:1DDrG8GgDok5bOiykuAKjC","6 Underground","Sneaker Pimps","Becoming X","1","3","246400","spotify:user:padishahpiper","2018-08-24T03:06:21Z"
"spotify:track:5yEPxDjbbzUzyauGtnmVEC","Bitter Sweet Symphony","The Verve","Urban Hymns","1","1","358426","spotify:user:padishahpiper","2018-08-24T03:12:26Z"
"spotify:track:1FTSo4v6BOZH9QxKc3MbVM","Song 2 - 2012 Remaster","Blur","Blur [Special Edition]","1","2","121160","spotify:user:padishahpiper","2018-08-24T03:13:04Z"
"spotify:track:5hcer4MP5GeHqtSjDYx5AC","Standing Outside a Broken Phone Booth with Money in My Hand","Primitive Radio Gods","Rocket","1","3","336800","spotify:user:padishahpiper","2018-08-24T03:43:10Z"
"spotify:track:6YtkOhiHmf46w1noltVnF2","Naked Eye","Luscious Jackson","Fever In Fever Out","1","1","280693","spotify:user:padishahpiper","2018-08-24T03:51:46Z"
"spotify:track:48sJGpBLqQTs0sZ2ImHJof","Popular","Nada Surf","High/Low","1","3","220586","spotify:user:padishahpiper","2018-08-24T03:51:54Z"
"spotify:track:3cbTV3IZZvSBYVcl0xuZbY","Bound For The Floor","Local H","As Good As Dead","1","3","222960","spotify:user:padishahpiper","2018-08-24T04:17:58Z"
"spotify:track:7cz70nyRXlCJOE85whEkgU","Flagpole Sitta","Harvey Danger","Where Have All The Merrymakers Gone?","1","2","217266","spotify:user:padishahpiper","2018-08-24T04:18:32Z"
"spotify:track:5UWwZ5lm5PKu6eKsHAGxOk","Everlong","Foo Fighters","The Colour And The Shape","1","11","250546","spotify:user:padishahpiper","2018-08-24T02:51:26Z"
"spotify:track:4jKq1e80xAYixkIwt6YyV1","Brick","Ben Folds Five","Whatever And Ever Amen (Remastered Edition)","1","3","271720","spotify:user:padishahpiper","2018-08-24T03:21:13Z"
"spotify:track:4WEaJQLlhlkOU7YJDLhn7x","Drinking in L.A.","Bran Van 3000","Glee","1","3","236066","spotify:user:padishahpiper","2018-08-24T03:41:57Z"
"spotify:track:4aOAzvRdOsZSwZIgwcdeL0","Let Down","Radiohead","OK Computer","1","5","299560","spotify:user:padishahpiper","2018-08-24T02:58:22Z"
"spotify:track:4aUCovTNe98WnwE6AIl0pU","Ladies and Gentlemen We Are Floating in Space","Spiritualized","Ladies & Gentlemen We Are Floating In Space","1","1","234053","spotify:user:padishahpiper","2018-08-24T03:09:07Z"
"spotify:track:4EnkwZd0UJAuHpNMMemQaA","Closing Time","Semisonic","Feeling Strangely Fine","1","1","273533","spotify:user:padishahpiper","2018-08-24T03:12:55Z"
"spotify:track:3yGy1JYz3zQKlxSgjgpQqX","Praise You","Fatboy Slim","You've Come A Long Way Baby","1","9","323240","spotify:user:padishahpiper","2018-08-24T15:07:05Z"
"spotify:track:4agp6oHofabdUedr0B1krj","Steal My Sunshine","LEN","You Can't Stop The Bum Rush","1","1","265533","spotify:user:padishahpiper","2018-08-24T15:39:29Z"
"spotify:track:1LzNfuep1bnAUR9skqdHCK","Fade Into You","Mazzy Star","So Tonight That I Might See","1","1","295600","spotify:user:padishahpiper","2018-08-24T16:39:23Z"
"spotify:track:0ccE7u6mHbB1LaSc1ZIQWm","It's A Shame About Ray - Remastered","The Lemonheads","It's A Shame About Ray (Expanded Edition)","1","3","187040","spotify:user:padishahpiper","2018-08-24T16:40:50Z"
"spotify:track:5PntSbMHC1ud6Vvl8x56qd","Loser","Beck","Mellow Gold","1","1","235000","spotify:user:padishahpiper","2018-08-24T16:41:09Z"
"spotify:track:3fcGGP62sllcNEhuFJVYeC","Right Here Right Now","Jesus Jones","Doubt","1","5","189293","spotify:user:padishahpiper","2018-08-24T16:41:42Z"
"spotify:track:2Zd1hLu5AswuxE7xAYLvc9","3 Strange Days","School Of Fish","School Of Fish","1","2","312354","spotify:user:padishahpiper","2018-08-24T16:42:07Z"
"spotify:track:5NjIog0vXS0VBWa5a94vzJ","Friends of P.","The Rentals","Return Of The Rentals","1","3","212266","spotify:user:padishahpiper","2018-08-24T16:43:18Z"
"spotify:track:0u4htORODiTK9vHVA89MQX","Lovefool","The Cardigans","First Band On The Moon","1","7","193893","spotify:user:padishahpiper","2018-08-24T16:44:04Z"
"spotify:track:786h4kDeZiX5nYvOwA3wtE","These Are Days","10,000 Maniacs","Our Time In Eden","1","2","219893","spotify:user:padishahpiper","2018-08-24T16:44:22Z"
"spotify:track:6FxbwB6o1MKOy0dHvxNr2W","Undone - The Sweater Song","Weezer","Weezer (Deluxe Edition)","1","5","304986","spotify:user:padishahpiper","2018-08-24T16:44:38Z"
"spotify:track:0Oi2D0vVXlCxaRhWa8AZEZ","California","Wax","13 Unlucky Numbers","1","5","135866","spotify:user:padishahpiper","2018-08-24T16:45:07Z"
"spotify:track:0Puj4YlTm6xNzDDADXHMI9","Sabotage","Beastie Boys","Ill Communication","1","6","178440","spotify:user:padishahpiper","2018-08-24T16:48:54Z"
"spotify:track:4MMYNNehxIe3JUMI1GE0Zg","Kiss Them For Me","Siouxsie and the Banshees","Superstition (Remastered And Expanded)","1","1","277146","spotify:user:padishahpiper","2018-08-24T16:49:29Z"
"spotify:track:7mQertZHtd37UQ2uJs0Uct","Where It's At","Beck","Odelay","1","9","329573","spotify:user:padishahpiper","2018-08-24T16:57:54Z"
"spotify:track:27rRGs85Hv9eyXkWuzUnyM","Am I Wrong","Love Spit Love","Love Spit Love","1","7","214173","spotify:user:padishahpiper","2018-08-24T16:58:59Z"
"spotify:track:6EsBn1Md8C5YdbCzvwvZq8","Self Esteem","The Offspring","Greatest Hits","1","3","257760","spotify:user:padishahpiper","2018-08-24T17:01:33Z"
"spotify:track:1UVll7jjUlqSGxCZ6uXVaD","Regret - 2015 Remaster","New Order","Republic","1","1","248973","spotify:user:padishahpiper","2018-08-24T17:02:07Z"
"spotify:track:0TcOuAT1fL2RA1YUgTrBvK","American Music","Violent Femmes","Why Do Birds Sing?","1","1","229973","spotify:user:padishahpiper","2018-08-24T19:47:03Z"
"spotify:track:4gTMIyJJlSuB5BOhbMri6B","Rush","Big Audio Dynamite","The Globe","1","1","257133","spotify:user:padishahpiper","2018-08-24T20:58:21Z"
"spotify:track:7fZPgdCxYeGxviBDvbB4Ot","Alec Eiffel","Pixies","Trompe Le Monde","1","3","170293","spotify:user:padishahpiper","2018-08-24T20:58:31Z"
"spotify:track:0SMkzFGJOBFDI9KfYD55L0","There She Goes","The La's","The La's","1","5","162160","spotify:user:padishahpiper","2018-08-28T21:42:44Z"
"spotify:track:1SY2vughwKmVPm1Lmf5Nl7","Seether","Veruca Salt","American Thighs","1","3","196573","spotify:user:padishahpiper","2018-08-30T19:56:19Z"
"spotify:track:1UTbUx2vmxa7sImXvuRdVi","Blue Skies","B.T. With Tori Amos","Ima","1","10","304333","spotify:user:padishahpiper","2018-09-13T16:31:48Z"
"spotify:track:53LZqMzQEnjBkFXPqOq0cD","Connection","Elastica","Elastica","1","3","140480","spotify:user:padishahpiper","2018-09-13T16:33:11Z"
"spotify:track:6ctbCIikHbC6tSOL1rewQX","Low","Cracker","Kerosene Hat","1","1","276131","spotify:user:padishahpiper","2018-09-13T16:33:29Z"
"spotify:track:3XICr4yxJ13hm5SqNdbpZE","Circles","Meat Beat Manifesto","Satyricon","1","6","255666","spotify:user:padishahpiper","2018-09-25T22:23:58Z"
"spotify:track:1EjQRTG53jsinzk2xlVVJP","Enjoy the Silence - 2006 Remaster","Depeche Mode","Violator (2006 Remaster)","1","6","372813","spotify:user:padishahpiper","2018-09-26T04:37:27Z"
"spotify:track:0C6EIiQu8CS4eYtOCMEiAd","Policy of Truth - 2006 Remaster","Depeche Mode","Violator (2006 Remaster)","1","7","294040","spotify:user:padishahpiper","2018-09-26T04:37:36Z"
"spotify:track:0mGtbkb9zSSxZo1h3qXIDZ","Zooropa","U2","Zooropa","1","1","390506","spotify:user:padishahpiper","2019-01-15T18:27:23Z"
"spotify:track:50JK22El2PTIzZBU2liLDI","Mysterious Ways","U2","Achtung Baby (Deluxe Edition)","1","8","243586","spotify:user:padishahpiper","2019-01-15T18:28:11Z"
"spotify:track:0W7AbEauB7cP4pidLclApe","Hunger Strike","Temple Of The Dog","Temple Of The Dog","1","3","246266","spotify:user:padishahpiper","2019-01-15T19:37:09Z"
"spotify:track:5Qt8U8Suu7MFH1VcJr17Td","Ready to Go","Republica","Republica","1","1","301066","spotify:user:padishahpiper","2019-01-15T19:41:49Z"
"spotify:track:1p9MMNzukuxDBtyrtBAwwI","Give It Away","Red Hot Chili Peppers","Blood Sugar Sex Magik","1","9","282906","spotify:user:padishahpiper","2019-01-15T19:46:44Z"
"spotify:track:6skC0VsaOZE1kG4CwXI2Zj","Sex Type Thing - 2017 Remaster","Stone Temple Pilots","Core (Super Deluxe Edition)","1","2","217813","spotify:user:padishahpiper","2019-01-15T19:48:19Z"
"spotify:track:1njobA8NxcOtPIbLdrip0T","Super Bon Bon","Soul Coughing","Irresistible Bliss","1","1","211040","spotify:user:padishahpiper","2019-01-17T20:00:35Z"
"spotify:track:4AKofF3FWN9tFlSel67CLY","Ballerina out of Control","The Ocean Blue","Cerulean","1","10","234335","spotify:user:padishahpiper","2019-01-17T20:45:52Z"
"spotify:track:0b4Vn9aOGowJ3xr4SII7n6","If I Can't Change Your Mind","Sugar","Copper Blue (Remastered)","1","7","198933","spotify:user:padishahpiper","2019-01-17T21:08:47Z"
"spotify:track:04hr5vtWbtWaN0qehBfBCL","Hell Is Round The Corner","Tricky","Maxinquaye","1","4","226960","spotify:user:padishahpiper","2019-01-17T21:09:31Z"
"spotify:track:5DQnITC4klFrWq8wukLUUQ","Detroit Has a Skyline","Superchunk","Here's Where the Strings Come In (Remastered)","1","6","170320","spotify:user:padishahpiper","2019-05-15T20:46:45Z"
"spotify:track:6f2kWJBLFpVuTWGVjFCf8l","Grounded","Pavement","Wowee Zowee","1","5","254906","spotify:user:padishahpiper","2019-05-15T20:55:14Z"
"spotify:track:3QuzslMgjJGsw6wC1E9eRi","Cut Your Hair","Pavement","Crooked Rain, Crooked Rain: LA’s Desert Origins","1","4","186826","spotify:user:padishahpiper","2019-06-07T19:59:43Z"
"spotify:track:2oJuoAFzlEHDS0moF0VtuA","Wonderful","Adam Ant","Wonderful","1","3","262533","spotify:user:padishahpiper","2019-06-07T20:11:29Z"
"spotify:track:30bDpLQeAcMH10IAjsCQCS","Broken Hearted Savior","Big Head Todd and The Monsters","Sister Sweetly","1","1","261533","spotify:user:padishahpiper","2019-06-07T20:23:23Z"
"spotify:track:3gOWkjjJWAc5Hbnk3yhINq","Divine Hammer","The Breeders","Last Splash","1","10","161360","spotify:user:padishahpiper","2019-06-07T20:25:11Z"
"spotify:track:4YwLagaVWaegNK7RsUh1at","My Name Is Jonas","Weezer","Weezer (Deluxe Edition)","1","1","203960","spotify:user:padishahpiper","2019-07-11T19:08:15Z"
"spotify:track:6MNzgVslfd54vz89uAMd7Q","Me In Honey","R.E.M.","Out Of Time (25th Anniversary Edition)","1","11","248120","spotify:user:padishahpiper","2019-07-11T19:13:35Z"
"spotify:track:6G0NzOx2jEPFsSmhr9N8Ys","Nightswimming","R.E.M.","Automatic For The People","1","11","258066","spotify:user:padishahpiper","2019-07-11T19:14:37Z"
"spotify:track:1HkQduCToeLuMH4lg0DT2z","Root Down - Remastered 2009","Beastie Boys","Ill Communication (Deluxe Version/Remastered)","1","5","211920","spotify:user:padishahpiper","2019-07-11T20:27:11Z"
"spotify:track:5fpizYGbi5IQoEraj6FP0R","Intergalactic - Remastered","Beastie Boys","Hello Nasty (Deluxe Version/Remastered 2009)","1","7","231493","spotify:user:padishahpiper","2019-07-11T20:28:41Z"
"spotify:track:1L94M3KIu7QluZe63g64rv","Alive","Pearl Jam","Ten","1","3","340907","spotify:user:padishahpiper","2019-07-16T16:26:32Z"
"spotify:track:75aLTVBSGIquqzQ6AkmK3Q","Smells Like Teen Spirit","Nirvana","Nevermind","1","1","301920","spotify:user:padishahpiper","2019-07-16T16:28:34Z"
"spotify:track:0egel50mloqlysqhqHmtGG","Breakfast At Tiffany's","Deep Blue Something","90s Indie Mix","1","6","270080","spotify:user:padishahpiper","2019-10-09T19:36:47Z"
"spotify:track:7H1ThjqHsFCV6daHqjcVLy","Nephatiti","808 State","ex:el","1","5","289933","spotify:user:padishahpiper","2019-12-17T17:07:26Z"
"spotify:track:5lRFwQOFxkQKF6Z8LbpWDm","Ooops","808 State, Björk","ex:el","1","7","281440","spotify:user:padishahpiper","2019-12-17T17:07:37Z"
