﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:2Eg8N0qgB1wQ64TexXSOCu","Cheerleader","St. Vincent","Strange Mercy","1","3","208626","spotify:user:padishahpiper","2019-08-30T16:28:56Z"
"spotify:track:6O61pROWlBVw4T6RszE4C4","Huddle Formation","The Go! Team","Thunder, Lightning, Strike","1","12","191133","spotify:user:padishahpiper","2019-08-30T16:29:23Z"
"spotify:track:1t0RvoSeybgrk55g9lwC4Z","You! Me! Dancing!","Los Campesinos!","Hold On Now, Youngster","1","9","405920","spotify:user:padishahpiper","2019-08-30T16:30:12Z"
"spotify:track:5oSSFX46m6u3UFLoouLlTw","Your Ex-Lover Is Dead","Stars","Set Yourself On Fire","1","1","256053","spotify:user:padishahpiper","2019-08-30T16:30:58Z"
"spotify:track:3pBfsmg4nIodhlxw2m5cvV","Running, Returning","Akron/Family","Akron/Family","1","6","273613","spotify:user:padishahpiper","2019-08-30T16:47:20Z"
"spotify:track:2YxXuCdbUpil3P7tRjhW1t","Banquet","Bloc Party","Silent Alarm (U.S. Version)","1","4","196613","spotify:user:padishahpiper","2019-08-30T16:47:41Z"
"spotify:track:14XDzjyBzVYR0HGV9GWEz4","If Relationships A Construct, Then I'm A Construction Worker","Despistado","The People Of And Their Verses","1","4","214880","spotify:user:padishahpiper","2019-08-30T16:48:41Z"
"spotify:track:5ubzPeRkwUlJ9VjH1NVXeJ","Meantime","The Futureheads","The Futureheads (new version)","1","5","170466","spotify:user:padishahpiper","2019-08-30T16:49:30Z"
"spotify:track:0oYVSTay1EyC1JrYUgIruz","Stevie Nix","The Hold Steady","Separation Sunday (Deluxe Version)","1","6","325600","spotify:user:padishahpiper","2019-08-30T16:57:55Z"
"spotify:track:4vbQPWEGaMVkowJeKNdBRS","According To Plan","I Love You But I've Chosen Darkness","Fear is on Our Side","1","2","277360","spotify:user:padishahpiper","2019-08-30T16:58:28Z"
"spotify:track:3FUq5TseOjqUU4RXbO2y66","In The Morning","Junior Boys","So This Is Goodbye","1","5","286093","spotify:user:padishahpiper","2019-08-30T16:59:07Z"
"spotify:track:50EMa1hYciY3rMMc6N5CP2","Hey! Is That A Ninja Up There?","Minus the Bear","They Make Beer Commercials Like This","1","5","245533","spotify:user:padishahpiper","2019-08-30T17:00:54Z"
"spotify:track:3LNn7eUSif3Hf2RewLYZgX","Halycon(Beautiful Days)","MONO","Walking Cloud and Deep Red Sky, Flag Fluttered and the Sun Shined","1","3","489548","spotify:user:padishahpiper","2019-08-30T17:01:55Z"
"spotify:track:1xU1IWyeLCyhUKe7rUUcQa","Light & Day / Reach For The Sun","The Polyphonic Spree","The Beginning Stages of...","1","9","203306","spotify:user:padishahpiper","2019-08-30T17:03:32Z"
"spotify:track:1wAIZpqZrngqAjQ00d8SWn","My Radio","Solvent","Apples & Synthesizers","1","3","274426","spotify:user:padishahpiper","2019-08-30T17:04:06Z"
"spotify:track:6YK2tAEYnHgYkkC6TSziqM","Fell In Love With A Girl","The White Stripes","White Blood Cells","1","4","110093","spotify:user:padishahpiper","2019-08-30T17:06:44Z"
"spotify:track:7d7l6Qnbnqv9nkuHrh6p1N","Daft Punk Is Playing at My House - Soulwax Shibuya Mix","LCD Soundsystem, Soulwax","Introns","1","2","411084","spotify:user:padishahpiper","2019-08-30T17:34:15Z"
"spotify:track:1cTu1MiLR4rOyzIzZd6GYP","Kim & Jessie","M83","Saturdays = Youth","1","2","322933","spotify:user:padishahpiper","2019-09-01T19:57:24Z"
"spotify:track:3wLmg6wH6Srv8546aTJcpP","Dark Moves Of Love","M83","Saturdays = Youth","1","10","198853","spotify:user:padishahpiper","2019-09-01T19:57:52Z"
"spotify:track:1eyzqe2QqGZUmfcPZtrIyt","Midnight City","M83","Hurry Up, We're Dreaming","1","2","241440","spotify:user:padishahpiper","2019-09-01T19:58:12Z"
"spotify:track:5ZrrXIYTvjXPKVQMjqaumR","Loud Pipes","Ratatat","Classics","1","6","226533","spotify:user:padishahpiper","2019-09-01T20:26:03Z"
"spotify:track:5kNbpvJ5b6R9Zqfm6c9sIX","Strict Machine","Goldfrapp","Black Cherry","1","8","231453","spotify:user:padishahpiper","2019-09-01T20:26:33Z"
"spotify:track:4m0Vgr48VFaMYw0Sp1ozJu","Bodysnatchers","Radiohead","In Rainbows","1","2","242293","spotify:user:padishahpiper","2019-09-01T20:47:10Z"
"spotify:track:3uxhyRdWVXp7GQvERQl6fA","Videotape","Radiohead","In Rainbows","1","10","279634","spotify:user:padishahpiper","2019-09-01T20:47:17Z"
"spotify:track:4OrGm3fBdhlXuHtRBoLUMW","Give Up The Ghost","Radiohead","The King Of Limbs","1","7","290067","spotify:user:padishahpiper","2019-09-01T20:47:35Z"
"spotify:track:2rA36OZNb3LkvqcNro1ugK","Separator","Radiohead","The King Of Limbs","1","8","319249","spotify:user:padishahpiper","2019-09-01T20:48:16Z"
"spotify:track:6omXPpAJH4ap2jMGPqjv0C","Disco Infiltrator","LCD Soundsystem","LCD Soundsystem","1","8","296026","spotify:user:padishahpiper","2019-09-04T15:26:19Z"
"spotify:track:7Gee1nLmo5BXU271rZRatn","I Broke Up","Xiu Xiu","Knife Play","1","2","140133","spotify:user:padishahpiper","2019-09-05T22:01:38Z"
"spotify:track:6VnZ1VD4i3RXsh1SP7dmEn","The District Sleeps Alone Tonight","The Postal Service","Give Up","1","1","284293","spotify:user:padishahpiper","2019-09-05T22:02:55Z"
"spotify:track:2U7bhB1xvTrsO3v4rInXGn","Such Great Heights","The Postal Service","Give Up","1","2","266346","spotify:user:padishahpiper","2019-09-05T22:02:59Z"
"spotify:track:5SaBdkbrQAtoBoGys1MjbC","We Will Become Silhouettes","The Postal Service","Give Up","1","7","300546","spotify:user:padishahpiper","2019-09-05T22:30:23Z"
"spotify:track:3DM7oKzStq9uA4M2RTsKpj","Salvador Sanchez","Sun Kil Moon","Ghosts of the Great Highway","1","3","389613","spotify:user:padishahpiper","2019-09-05T23:14:02Z"
"spotify:track:7MKFtAnWUeJBYTXZCsHQxH","Crown On The Ground","Sleigh Bells","Treats","1","8","229373","spotify:user:padishahpiper","2020-05-22T16:32:42Z"
"spotify:track:4gxG38GmhagF2T6eaTdUR6","Machine Gun","Portishead","Third","1","8","283440","spotify:user:padishahpiper","2020-05-22T16:33:41Z"
"spotify:track:2CzWeyC9zlDpIOZPUUKrBW","1234","Feist","The Reminder","1","9","183666","spotify:user:padishahpiper","2020-06-09T23:19:53Z"
"spotify:track:51xBgzcyzojRpqFW2ICQAB","No Cars Go","Arcade Fire","Neon Bible","1","10","343626","spotify:user:padishahpiper","2020-06-09T23:21:20Z"
"spotify:track:5iXWkUMZYRZADokxXnniYt","Steve McQueen","M83","Hurry Up, We're Dreaming","2","8","228760","spotify:user:padishahpiper","2020-06-09T23:23:18Z"
"spotify:track:75JFxkI2RXiU7L9VXzMkle","The Scientist","Coldplay","A Rush of Blood to the Head","1","4","309600","spotify:user:padishahpiper","2020-06-09T23:27:26Z"
"spotify:track:7oehvCncYQ4gAQxrlUMr2t","Life Magazine","Cold Cave","Love Comes Close (Deluxe Edition)","1","3","175253","spotify:user:padishahpiper","2020-06-09T23:31:48Z"
"spotify:track:5kdBNs5NrkJqUEC5n2P1iD","The Descent","Bob Mould","Silver Age","1","3","234746","spotify:user:padishahpiper","2020-06-09T23:33:29Z"
"spotify:track:62LRJyUMu4OOtOrNgO6hCP","(This Is) The Dream Of Evan And Chan - Remastered","Dntel","Life Is Full Of Possibilities (Deluxe)","1","9","344973","spotify:user:padishahpiper","2020-06-09T23:34:23Z"
"spotify:track:1kusepF3AacIEtUTYrw4GV","Paper Planes","M.I.A.","Kala","1","11","203760","spotify:user:padishahpiper","2020-06-09T23:34:58Z"
"spotify:track:2pE0CMK1fE3mfU0eEOHhKw","The Mother We Share","CHVRCHES","The Bones of What You Believe","1","1","191293","spotify:user:padishahpiper","2020-06-09T23:36:25Z"
"spotify:track:4X1VwDF79MqJUFLA3qZdKH","No Intention","Dirty Projectors","Bitte Orca (Expanded Edition)","1","7","257133","spotify:user:padishahpiper","2020-06-09T23:38:11Z"
"spotify:track:3HWxpLKnTlz6jE3Vi5dTF2","I Am Trying to Break Your Heart","Wilco","Yankee Hotel Foxtrot","1","1","418200","spotify:user:padishahpiper","2020-06-09T23:40:34Z"
