"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:4ijNab1GM0JSZoe0I2KCOd","Cuts You Up","spotify:artist:7zeHJIIfNStVfxlbT72UwY","Peter Murphy","spotify:album:4evNdyZjrJGLHWf2azyaCh","Deep","spotify:artist:7zeHJIIfNStVfxlbT72UwY","Peter Murphy","1989-05-01","https://i.scdn.co/image/ab67616d0000b2732ade1c496bf29c2376688387","1","7","327133","https://p.scdn.co/mp3-preview/828ebb0701ab6840712c2fbed8bd7302497100ac?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBAZP8900105","spotify:user:padishahpiper","2019-10-19T01:24:11Z"
"spotify:track:1tAFvq63jO3n9WaDCZPJNh","In A Big Country","spotify:artist:1h8YIw9HLr6E8gdXVDRbVJ","Big Country","spotify:album:3ODt64EiOqXvwR5fEIWlWy","The Crossing","spotify:artist:1h8YIw9HLr6E8gdXVDRbVJ","Big Country","1983-07-15","https://i.scdn.co/image/ab67616d0000b27388353db6b951b5bb66ce97a6","1","1","284066","https://p.scdn.co/mp3-preview/f9e33f51399223b30b0c7d56c42e762ac555656a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","GBF088300765","spotify:user:padishahpiper","2019-10-19T01:24:24Z"
"spotify:track:2gQaQUhDCNGfBVXTvxAmXQ","Shout","spotify:artist:4bthk9UfsYUYdcFyqxmSUU","Tears For Fears","spotify:album:7y7459SFZReE5Wec4hejv5","Songs From The Big Chair","spotify:artist:4bthk9UfsYUYdcFyqxmSUU","Tears For Fears","1985-02-25","https://i.scdn.co/image/ab67616d0000b2739565c4df27be4aee5edc8009","1","1","393666","https://p.scdn.co/mp3-preview/1aaaae65ec0d7984495b9e426375fb7c3d8e6595?cid=9950ac751e34487dbbe027c4fd7f8e99","false","76","GBF088490125","spotify:user:padishahpiper","2019-10-19T01:24:32Z"
"spotify:track:3ZXcjz3A5vNsR5dA1e6ITl","Always Something There to Remind Me - 2018 Remaster","spotify:artist:3C6chBmZ9wzisBhoh8G2nK","Naked Eyes","spotify:album:7HjVFnnMa4WF38J2BJqiTl","Naked Eyes (2018 Remaster)","spotify:artist:3C6chBmZ9wzisBhoh8G2nK","Naked Eyes","1983-01-01","https://i.scdn.co/image/ab67616d0000b273eefb6febbc7c67ff54aa3fb8","1","1","219373","https://p.scdn.co/mp3-preview/65825baf2872d17054176c56ea249883554ed30f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","UKKP21800044","spotify:user:padishahpiper","2019-10-19T01:24:39Z"
"spotify:track:6HZ67VImxqr8aMBEEhblzf","Cars","spotify:artist:5KQMtyPE8DCQNUzoNqlEsE","Gary Numan","spotify:album:6wHjdKs7VVPVcqaHRzwqJt","The Pleasure Principle","spotify:artist:5KQMtyPE8DCQNUzoNqlEsE","Gary Numan","1979","https://i.scdn.co/image/ab67616d0000b27318dd9efbcff047c869f2082d","1","9","238906","https://p.scdn.co/mp3-preview/c9461ad5fcb0f55be246c5b636f4fc0c1c70cc1c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","GBAZP9700067","spotify:user:padishahpiper","2019-10-19T01:24:44Z"
"spotify:track:7FlwylpJSe3ea6m1IrkizS","West End Girls - 2001 Remaster","spotify:artist:2ycnb8Er79LoH2AsR5ldjh","Pet Shop Boys","spotify:album:3rnhCB65fDQFokoeKHmM0F","Please: Further Listening 1984-1986","spotify:artist:2ycnb8Er79LoH2AsR5ldjh","Pet Shop Boys","1986-03-24","https://i.scdn.co/image/ab67616d0000b273421d7e97990720a9d55f67d7","1","2","245360","https://p.scdn.co/mp3-preview/cbbe144dceea12069b3f5a3dbc35bb3801a1c218?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","GBAYE0100001","spotify:user:padishahpiper","2019-10-19T01:24:53Z"
"spotify:track:3L7RtEcu1Hw3OXrpnthngx","Don't You Want Me","spotify:artist:1aX2dmV8XoHYCOQRxjPESG","The Human League","spotify:album:3ls7tE9D2SIvjTmRuEtsQY","Dare!","spotify:artist:1aX2dmV8XoHYCOQRxjPESG","The Human League","1981","https://i.scdn.co/image/ab67616d0000b2735579d8a505c727349a203074","1","10","236920","https://p.scdn.co/mp3-preview/37e6049e5c604a5a0b0c0c5ef68208f72e0fed38?cid=9950ac751e34487dbbe027c4fd7f8e99","false","79","GBAAA0200924","spotify:user:padishahpiper","2019-10-19T01:24:57Z"
"spotify:track:0pUVeEgZuNyFzIMKp67RbS","Eyes Without A Face","spotify:artist:7lzordPuZEXxwt9aoVZYmG","Billy Idol","spotify:album:2FZNWUmgRoP8uJZBaHJdfj","Rebel Yell","spotify:artist:7lzordPuZEXxwt9aoVZYmG","Billy Idol","1983-11-01","https://i.scdn.co/image/ab67616d0000b273ea07dca8b4ca808c1e5b17fb","1","3","299240","https://p.scdn.co/mp3-preview/1021ac1448c3d696ee473a3a57dfe9a86320ff32?cid=9950ac751e34487dbbe027c4fd7f8e99","false","82","USCH38400023","spotify:user:padishahpiper","2019-10-19T01:25:03Z"
"spotify:track:5B37ocpk2zxeZL1lq5F6ui","One Thing Leads To Another","spotify:artist:53RkHTcl0SJZjpzqogkBf4","The Fixx","spotify:album:4TDnrqNEikAzVhYj948Iox","Reach The Beach","spotify:artist:53RkHTcl0SJZjpzqogkBf4","The Fixx","1983-05-15","https://i.scdn.co/image/ab67616d0000b27332765fe0edd65835fe4232a7","1","1","199826","https://p.scdn.co/mp3-preview/be5314bf8034e45f72df5fb04cbaf2a944834dbb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","USMC18314101","spotify:user:padishahpiper","2019-10-19T01:25:11Z"
"spotify:track:3OM0cHwmJv6ZpsCgrEzXPh","Dance Hall Days","spotify:artist:6Zh3xrWlA0SA9Fsfj9AVwm","Wang Chung","spotify:album:6wQeGifpm00UoeHmI8uSB1","Points On The Curve","spotify:artist:6Zh3xrWlA0SA9Fsfj9AVwm","Wang Chung","1983","https://i.scdn.co/image/ab67616d0000b273088d80b06a56e749fac49540","1","1","240800","https://p.scdn.co/mp3-preview/9f6a311032013e68dc04810ad01f8f0bf3b79589?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","USGF18400401","spotify:user:padishahpiper","2019-10-19T01:25:16Z"
